Area,Actividad,Grupo Poblacional,Establecimiento,Tipo Documento,Sexo,Edad,Etnia,Nivel Estudio
Puntos Vive Digital,tecnologico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,34,NA,tecnologico
Puntos Vive Digital,Secundaria,General,Centro Administrativo La Bella,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,71,NA,secundaria
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,17,Afrocolombiano,Secundaria
Puntos Vive Digital,Primaria,General,Centro de Desarrollo Vecinal Villa Consota,Registro Civil,Masculino,7,mestizo,Primaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,42,NA,Secundaria
Puntos Vive Digital,Tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,23,NA,Tecnico
Puntos Vive Digital,tecnologico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,71,Afrocolombiano,tecnologico
Puntos Vive Digital,tecnologico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,34,NA,tecnologico
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,37,NA,secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,36,NA,secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,27,NA,secundaria
Puntos Vive Digital,Tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,28,NA,Tecnico
Puntos Vive Digital,universitario,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,68,NA,universitario
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Extranjería,Femenino,24,NA,secundaria
Puntos Vive Digital,secundaria,General,El remanso,Tarjeta de Identidad,Femenino,15,mestizo,secundaria
Puntos Vive Digital,secundaria,General,El remanso,Tarjeta de Identidad,Femenino,13,mestizo,secundaria
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,9,mestizo,Primaria
Puntos Vive Digital,tecnologico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,46,NA,tecnologico
Puntos Vive Digital,secundaria,General,El remanso,Cédula Ciudadanía,Femenino,20,mestizo,secundaria
Puntos Vive Digital,universitario,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,28,NA,universitario
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,23,NA,Secundaria
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,14,Afrocolombiano,Primaria
Puntos Vive Digital,Primaria,General,Centro Administrativo La Bella,Tarjeta de Identidad,Masculino,11,NA,Primaria
Puntos Vive Digital,primaria,General,Centro Administrativo La Bella,Tarjeta de Identidad,Femenino,9,NA,primaria
Puntos Vive Digital,universitario,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,53,NA,universitario
Puntos Vive Digital,Tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,18,NA,Tecnico
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,19,NA,Secundaria
Puntos Vive Digital,Tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,20,NA,Tecnico
Puntos Vive Digital,Tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,20,NA,Tecnico
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,24,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,21,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,secundaria
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,tecnico
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,20,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,27,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,27,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,19,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,34,NA,secundaria
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,22,NA,tecnico
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,secundaria
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,tecnico
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,29,NA,Secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Tarjeta de Identidad,Femenino,17,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,25,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,25,NA,secundaria
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,21,NA,tecnico
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,21,NA,Secundaria
Puntos Vive Digital,postgrado,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,39,NA,postgrado
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,18,NA,Secundaria
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,tecnico
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,20,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,20,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,20,NA,secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,62,NA,secundaria
Puntos Vive Digital,Secundaria,General,El remanso,Tarjeta de Identidad,Masculino,12,mestizo,Secundaria
Puntos Vive Digital,postgrado,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,-60,NA,postgrado
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,61,NA,secundaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,63,NA,Secundaria
Puntos Vive Digital,primaria,General,Centro Administrativo La Bella,Tarjeta de Identidad,Femenino,10,NA,primaria
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,12,NA,Primaria
Puntos Vive Digital,primaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,60,NA,primaria
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,13,Afrocolombiano,Secundaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Tarjeta de Identidad,Masculino,17,mestizo,Secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,74,NA,secundaria
Puntos Vive Digital,universitario,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,42,NA,universitario
Puntos Vive Digital,universitario,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,42,NA,universitario
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,13,mestizo,Secundaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,33,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,42,NA,Secundaria
Puntos Vive Digital,Primaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,9,mestizo,Primaria
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,9,Afrocolombiano,Primaria
Puntos Vive Digital,tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,63,NA,tecnico
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,62,NA,secundaria
Puntos Vive Digital,tecnologico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,58,NA,tecnologico
Puntos Vive Digital,tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,65,mestizo,tecnico
Puntos Vive Digital,tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,57,NA,tecnico
Puntos Vive Digital,universitario,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,76,NA,universitario
Puntos Vive Digital,Primaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,78,NA,Primaria
Puntos Vive Digital,Primaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,78,NA,Primaria
Puntos Vive Digital,tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,61,NA,tecnico
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,76,NA,secundaria
Puntos Vive Digital,universitario,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,57,NA,universitario
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,60,NA,Secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,54,NA,secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,59,NA,secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,72,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Tarjeta de Identidad,Femenino,17,NA,secundaria
Puntos Vive Digital,Tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,18,NA,Tecnico
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Tarjeta de Identidad,Femenino,17,NA,tecnico
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,19,NA,secundaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,29,NA,Secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,27,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,24,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,35,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,27,NA,secundaria
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,19,NA,tecnico
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,secundaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,18,NA,Secundaria
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,33,NA,tecnico
Puntos Vive Digital,universitario,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,70,NA,universitario
Puntos Vive Digital,Tecnico,General,SAN FERNANDO CUBA,Tarjeta de Identidad,Masculino,17,NA,Tecnico
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,14,Afrocolombiano,Secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,57,NA,secundaria
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,14,mestizo,Secundaria
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,13,mestizo,Secundaria
Puntos Vive Digital,Primaria,General,Centro de Desarrollo Vecinal Villa Consota,Registro Civil,Masculino,7,mestizo,Primaria
Puntos Vive Digital,postgrado,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,74,NA,postgrado
Puntos Vive Digital,tecnologico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,34,NA,tecnologico
Puntos Vive Digital,universitario,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,78,NA,universitario
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,71,NA,secundaria
Puntos Vive Digital,universitario,General,CENTRO CULUTRAL LUCY TEJADA,Otro,Masculino,70,NA,universitario
Puntos Vive Digital,postgrado,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,62,NA,postgrado
Puntos Vive Digital,primaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,61,NA,primaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,33,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,35,NA,Secundaria
Puntos Vive Digital,tecnologico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,34,NA,tecnologico
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,63,NA,Secundaria
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,14,Afrocolombiano,Primaria
Puntos Vive Digital,primaria,General,Centro Administrativo La Bella,Tarjeta de Identidad,Femenino,10,NA,primaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,72,mestizo,Secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,62,mestizo,secundaria
Puntos Vive Digital,postgrado,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,38,mestizo,postgrado
Puntos Vive Digital,postgrado,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,38,mestizo,postgrado
Puntos Vive Digital,tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,32,NA,tecnico
Puntos Vive Digital,tecnologico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,39,NA,tecnologico
Puntos Vive Digital,tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,19,NA,tecnico
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,12,mestizo,Primaria
Puntos Vive Digital,universitario,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,68,NA,universitario
Puntos Vive Digital,Primaria,General,Centro Administrativo La Bella,Tarjeta de Identidad,Masculino,12,NA,Primaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,24,NA,Secundaria
Puntos Vive Digital,Primaria,General,Centro Administrativo La Bella,Tarjeta de Identidad,Masculino,11,NA,Primaria
Puntos Vive Digital,primaria,General,El remanso,Tarjeta de Identidad,Femenino,10,Afrocolombiano,primaria
Puntos Vive Digital,primaria,General,El remanso,Tarjeta de Identidad,Femenino,8,mestizo,primaria
Puntos Vive Digital,primaria,General,El remanso,Tarjeta de Identidad,Femenino,8,mestizo,primaria
Puntos Vive Digital,Tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,23,NA,Tecnico
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,33,NA,Secundaria
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,12,NA,Primaria
Puntos Vive Digital,secundaria,General,El remanso,Cédula Ciudadanía,Femenino,20,mestizo,secundaria
Puntos Vive Digital,Secundaria,General,El remanso,Tarjeta de Identidad,Masculino,12,mestizo,Secundaria
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,12,Afrocolombiano,Primaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Tarjeta de Identidad,Masculino,13,NA,Secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Tarjeta de Identidad,Femenino,17,NA,secundaria
Puntos Vive Digital,tecnologico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,46,NA,tecnologico
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,20,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,21,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,secundaria
Puntos Vive Digital,Tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,20,NA,Tecnico
Puntos Vive Digital,Tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,20,NA,Tecnico
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,29,NA,Secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Tarjeta de Identidad,Femenino,17,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,37,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,35,NA,secundaria
Puntos Vive Digital,Tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,18,NA,Tecnico
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,35,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,24,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,20,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,20,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,20,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,19,NA,secundaria
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,tecnico
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,tecnico
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,24,NA,secundaria
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,21,NA,tecnico
Puntos Vive Digital,universitario,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,62,NA,universitario
Puntos Vive Digital,postgrado,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,-60,NA,postgrado
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,53,NA,secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,68,NA,secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,52,NA,secundaria
Puntos Vive Digital,tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,31,NA,tecnico
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,27,NA,secundaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,21,NA,Secundaria
Puntos Vive Digital,Tecnico,General,SAN FERNANDO CUBA,Tarjeta de Identidad,Masculino,17,NA,Tecnico
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,33,NA,tecnico
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,19,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,27,NA,secundaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,18,NA,Secundaria
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,19,NA,tecnico
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,secundaria
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,tecnico
Puntos Vive Digital,Tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,54,NA,Tecnico
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,31,NA,secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,71,NA,secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,64,mestizo,secundaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,23,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,23,NA,Secundaria
